1	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella hollandica
1	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor hiemalis
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium longicatenatum
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus victoriae
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium sp.
1	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella acuum
1	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Patinella	Patinella sp.
1	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma sp.
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus victoriae
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium pseudocladosporioides
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor hiemalis
1	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium sp.
1	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Patinella	Patinella sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia sp.
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella hollandica
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Dendryphion	Dendryphion submersum
1	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Patinella	Patinella sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
1	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium lycopodinum
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	NA	NA	NA	NA	NA
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria eustoma
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
1	Basidiomycota	NA	NA	NA	NA	NA
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium sp.
1	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila sp.
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus victoriae
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus victoriae
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiella	Davidiella sp.
1	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ciliciopodium	Ciliciopodium hyalinum
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora luteo-olivacea
1	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Ambomucor	Ambomucor seriatoinflatus
1	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Patinella	Patinella sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp.
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
1	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ciliciopodium	Ciliciopodium hyalinum
1	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	Pseudocamarosporium brabeji
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora luteo-olivacea
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria eustoma
1	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora luteo-olivacea
1	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa nivea
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus sp.
1	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ciliciopodium	Ciliciopodium hyalinum
1	Arthropoda	Arachnida	Amblypygi	Phrynichidae	Damon	Damon diadema
1	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora sp.
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma koningii
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Acremonium	Acremonium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Ustilentyloma	Ustilentyloma graminis
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Acremonium	Acremonium sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium wellingtonense
1	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia patagonica
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ciliciopodium	Ciliciopodium hyalinum
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Strickeria	Strickeria kochii
1	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Patinella	Patinella sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
1	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium sp.
1	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila minutissima
1	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium tricinctum
1	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia vallisumbrosae
1	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus sp.